Distribuidora||Original|Regex|Date
CEB|12|RT @adauto_pacheco: PARABÉNS @CEBDistribuicao VOCÊ ME PASSOU MAIS RAIVA DO QUE OS CORREIOS|PARABÉNS VOCÊ ME PASSOU MAIS RAIVA DO QUE OS CORREIOS|2021-02-04 15:20:23
CEB|13|@rafalost_ @CEBDistribuicao Acabou de voltar ff KKKKKKKKKKKKK|Acabou de voltar ff KKKKKKKKKKKKK|2021-02-04 15:19:28
CEB|14|@adauto_pacheco @CEBDistribuicao tu tá sem luz ainda?|tu tá sem luz ainda?|2021-02-04 15:19:06
CEB|15|@AmadeuFilho @CEBDistribuicao Eles nunca explicam|Eles nunca explicam|2021-02-04 15:15:52
CEB|16|@CEBDistribuicao Quando mexeram na 711 apagou da 712... e agora na 713 apagou da 712... fomos prejudicados já duas vezes|Quando mexeram na 711 apagou da 712... e agora na 713 apagou da 712... fomos prejudicados já duas vezes|2021-02-04 15:15:30
CEB|17|PARABÉNS @CEBDistribuicao VOCÊ ME PASSOU MAIS RAIVA DO QUE OS CORREIOS|PARABÉNS VOCÊ ME PASSOU MAIS RAIVA DO QUE OS CORREIOS|2021-02-04 15:13:17
CEB|18|RT @BrunnoMeloCBN: Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns, @CEBDistribuicao!|Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns,|2021-02-04 14:56:53
CEB|19|@AllanviIIa @CEBDistribuicao 31 anos e não muda é só nas 500 pares|31 anos e não muda é só nas 500 pares|2021-02-04 14:01:06
CEB|20|"Uma atitude ridícula da @CEBDistribuicao e não é de hoje. Se há a identificação recorrente de um número de telefone eles bloqueiam a chamada. Papelão

@BrunnoMeloCBN"|Uma atitude ridícula da e não é de hoje. Se há a identificação recorrente de um número de telefone eles bloqueiam a chamada. Papelão|2021-02-04 13:37:17
CEB|21|@CEBDistribuicao Pq vocês não alertam que pode afetar a 712 também? Estou de novo sem energia, coisa que já havia acontecido quando a manutenção foi na 711. Que palhaçada|Pq vocês não alertam que pode afetar a 712 também? Estou de novo sem energia, coisa que já havia acontecido quando a manutenção foi na 711. Que palhaçada|2021-02-04 13:00:20
CEB|22|RT @BrunnoMeloCBN: Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns, @CEBDistribuicao!|Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns,|2021-02-04 12:33:33
CEB|23|"5 dias para mudar uma titularidade para a @energisa . A @CEBDistribuicao  24h.
A privatização/terceirização é uma B*ST*! E a @energisa é uma B*ST*!"|5 dias para mudar uma titularidade para a . A 24h. A privatização/terceirização é uma B*ST*! E a é uma B*ST*!|2021-02-04 12:29:39
CEB|24|Não é possível que só aqui em casa a energia está uma merda?! Não segura nenhum eletrodoméstico e as luzes ficam piscando. @CEBDistribuicao já abri 3 chamados e nada da energia voltar.12h nessa situação|Não é possível que só aqui em casa a energia está uma merda?! Não segura nenhum eletrodoméstico e as luzes ficam piscando. já abri 3 chamados e nada da energia voltar.12h nessa situação|2021-02-04 12:09:34
CEB|25|@BrunnoMeloCBN @CEBDistribuicao Privatizou, piorou.|Privatizou, piorou.|2021-02-04 11:55:52
CEB|26|@BrunnoMeloCBN @CEBDistribuicao Aqui na área norte só voltou às 1hs da madrugada|Aqui na área norte só voltou às 1hs da madrugada|2021-02-04 11:51:47
CEB|27|@BrunnoMeloCBN @CEBDistribuicao Mas não era só privatizar? @IbaneisOficial vendeu essa idéia. Só que não é esse o problema. São vários, mas não de ser pública. O estado precisa estar presente sim, só que nem sempre os gestores prestam. 😔|Mas não era só privatizar? vendeu essa idéia. Só que não é esse o problema. São vários, mas não de ser pública. O estado precisa estar presente sim, só que nem sempre os gestores prestam. 😔|2021-02-04 11:50:00
CEB|28|@BrunnoMeloCBN @CEBDistribuicao Pior ainda é a discriminação qdo a gente liga, por ser de determinado lugar. Morei na Asa Norte e de volta a Planaltina, é perceptível essa situação. Alguns atendentes tratam a gente como burros, ignorantes, sendo que nem sabem se temos ou não conhecimento dos fatos. Lamentavel|Pior ainda é a discriminação qdo a gente liga, por ser de determinado lugar. Morei na Asa Norte e de volta a Planaltina, é perceptível essa situação. Alguns atendentes tratam a gente como burros, ignorantes, sendo que nem sabem se temos ou não conhecimento dos fatos. Lamentavel|2021-02-04 11:48:19
CEB|29|@CEBDistribuicao @CEBDistribuicao tem equipe de atendentes q ñ sabem nem falar. Principalmente qdo moramos em cidades satélites, tratamento é outro. Morei na Asa Norte por 9 anos, voltei em novembro pra Planaltina e tratam a gente como burros. Lamentável essa discriminação.|tem equipe de atendentes q ñ sabem nem falar. Principalmente qdo moramos em cidades satélites, tratamento é outro. Morei na Asa Norte por 9 anos, voltei em novembro pra Planaltina e tratam a gente como burros. Lamentável essa discriminação.|2021-02-04 11:17:51
CEB|30|@CEBDistribuicao cadê a luz em sobradinho??!!! quadra 14 sem luz desde ontem eu preciso estudaaarrrr😭😭😭😭|cadê a luz em sobradinho??!!! quadra 14 sem luz desde ontem eu preciso estudaaarrrr😭😭😭😭|2021-02-04 11:05:19
CEB|31|RT @CEBDistribuicao: Vai mexer no telhado? Arrumar ou limpar as telhas? Instalar antena? Não importa o que vá fazer, fique longe da rede de…|Vai mexer no telhado? Arrumar ou limpar as telhas? Instalar antena? Não importa o que vá fazer, fique longe da rede de…|2021-02-04 11:01:41
CEB|32|@BrunnoMeloCBN @CEBDistribuicao Triste realidade|Triste realidade|2021-02-04 11:00:32
CEB|33|Desde cedo, no Vale do Amanhecer-DF estamos com a energia em uma fase. Apesar d termos acionado a @CEBDistribuicao desde as 6h a resposta é lenta, pessoas estão perdendo coisas pois freezer, geladeira não aguentam. E isso porque a subestação fica há 7km da sede em Planaltina 😒😫|Desde cedo, no Vale do Amanhecer-DF estamos com a energia em uma fase. Apesar d termos acionado a desde as 6h a resposta é lenta, pessoas estão perdendo coisas pois freezer, geladeira não aguentam. E isso porque a subestação fica há 7km da sede em Planaltina 😒😫|2021-02-04 10:36:05
CEB|34|RT @CEBDistribuicao: Atenção, Guará! Amanhã haverá desligamento programado para melhoria na rede de energia na QI 4, diversos conjuntos e b…|Atenção, Guará! Amanhã haverá desligamento programado para melhoria na rede de energia na QI 4, diversos conjuntos e b…|2021-02-04 10:15:53
CEB|35|RT @CEBDistribuicao: Atenção, Samambaia! Amanhã haverá desligamento programado para poda de árvores na Fazenda Laje e Jiboia, diversas chác…|Atenção, Samambaia! Amanhã haverá desligamento programado para poda de árvores na Fazenda Laje e Jiboia, diversas chác…|2021-02-04 10:10:53
CEB|36|"Desligamento de energia todo dia tem!

Aqui em Planaltina é três, quatro vezes pode dia.

5:30h de hoje (4/1) foi o primeiro @CEBDistribuicao https://t.co/mBYwgUSZQy"|Desligamento de energia todo dia tem! Aqui em Planaltina é três, quatro vezes pode dia. 5:30h de hoje (4/1) foi o primeiro|2021-02-04 10:08:13
CEB|37|@renatomarques21 Na 506 e decreto já assinando pelo governador, choveu desliga a energia desse povo lá, @CEBDistribuicao não tá nem aí.|Na 506 e decreto já assinando pelo governador, choveu desliga a energia desse povo lá, não tá nem aí.|2021-02-04 10:06:12
CEB|38|RT @CEBDistribuicao: Atenção, Acampamento Telebrasilia! Amanhã haverá desligamento programado para extensão de rede de energia em diversas…|Atenção, Acampamento Telebrasilia! Amanhã haverá desligamento programado para extensão de rede de energia em diversas…|2021-02-04 10:05:53
CEB|39|RT @CEBDistribuicao: Atenção, Planaltina! Amanhã haverá desligamento programado para manutenção preventiva com poda de árvores no Núcleo Ru…|Atenção, Planaltina! Amanhã haverá desligamento programado para manutenção preventiva com poda de árvores no Núcleo Ru…|2021-02-04 10:01:07
CEB|40|RT @CEBDistribuicao: Atenção, Cruzeiro! Amanhã haverá desligamento programado para melhoria na rede nas quadras 807, 809, 911 e 913. Saiba…|Atenção, Cruzeiro! Amanhã haverá desligamento programado para melhoria na rede nas quadras 807, 809, 911 e 913. Saiba…|2021-02-04 09:55:53
CEB|41|RT @CEBDistribuicao: Atenção, Águas Claras! Amanhã haverá desligamento programado para substituição de transformador na ADE, conjunto 20. S…|Atenção, Águas Claras! Amanhã haverá desligamento programado para substituição de transformador na ADE, conjunto 20. S…|2021-02-04 09:50:53
CEB|42|"@BrunnoMeloCBN @CEBDistribuicao Quando chove em Brasília existem três certezas:
- Vai faltar luz em algum lugar
- Asa Norte e Vicente Pires vão alagar
- O sinal da @skybrasil vai cair na melhor parte do filme."|Quando chove em Brasília existem três certezas: - Vai faltar luz em algum lugar - Asa Norte e Vicente Pires vão alagar - O sinal da vai cair na melhor parte do filme.|2021-02-04 08:59:11
CEB|43|@WanerFlor @BrunnoMeloCBN @CEBDistribuicao Pedaço da Asa Sul também.|Pedaço da Asa Sul também.|2021-02-04 08:56:33
CEB|44|@BrunnoMeloCBN @CEBDistribuicao Que absurdo...agora virou graça 😡|Que absurdo...agora virou graça 😡|2021-02-04 08:55:48
CEB|45|RT @BrunnoMeloCBN: Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns, @CEBDistribuicao!|Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns,|2021-02-04 08:29:09
CEB|46|@BrunnoMeloCBN @CEBDistribuicao Que triste né, falta luz durante a chuva em bairro de rico já é motivo pra reclamação mas quando falta sem chuva e sem aviso na estrutural, por exemplo, nem notícia sai.|Que triste né, falta luz durante a chuva em bairro de rico já é motivo pra reclamação mas quando falta sem chuva e sem aviso na estrutural, por exemplo, nem notícia sai.|2021-02-04 07:36:23
CEB|47|TAVA DEMORANDO, NÉ @CEBDistribuicao ??? Mais um mega blecaute na Asa Norte, @cbnbrasilia. Basta chover, já perdi as contas...|TAVA DEMORANDO, NÉ ??? Mais um mega blecaute na Asa Norte, Basta chover, já perdi as contas...|2021-02-04 05:43:35
CEB|48|Uma benção esses blecautes que viraram rotina para a @CEBDistribuicao. Como tenho dito, vai que privatizando melhora. E pra completar qdo cai a energia o sinal da @TIM_AJUDA tb fica terrível|Uma benção esses blecautes que viraram rotina para a Como tenho dito, vai que privatizando melhora. E pra completar qdo cai a energia o sinal da tb fica terrível|2021-02-04 05:43:35
CEB|49|@CEBDistribuicao Tá tranquilo, valeu pela atenção cebzinha|Tá tranquilo, valeu pela atenção cebzinha|2021-02-04 03:44:17
CEB|50|@BrunnoMeloCBN @CEBDistribuicao Na asa norte tem sido recorrente...|Na asa norte tem sido recorrente...|2021-02-04 03:28:00
CEB|51|@CEBDistribuicao  Quando a minha mãe confisca minha TV..pq que a dela queimou por causa da oscilação 👍🏼Como é minha mãe, ela pode, né 🤷🏽‍♀️|Quando a minha mãe confisca minha TV..pq que a dela queimou por causa da oscilação 👍🏼Como é minha mãe, ela pode, né 🤷🏽‍♀️|2021-02-04 03:15:26
CEB|52|@CEBDistribuicao Cadê a minha luz na 312 sul? Já perdi o jogo e o BBB.|Cadê a minha luz na 312 sul? Já perdi o jogo e o BBB.|2021-02-04 03:10:13
CEB|53|@CEBDistribuicao Eai ceb não vai dar nenhum parecer da falta de luz na asa sul? Já estamos a 4 horas e nada...|Eai ceb não vai dar nenhum parecer da falta de luz na asa sul? Já estamos a 4 horas e nada...|2021-02-04 02:54:18
CEB|54|"Mano eu estou a 4, sim 4

Q U A T R O 

4

Horas sem luz e a @CEBDistribuicao não fala nada, mais de 8 quadras sem luz e NADA"|Mano eu estou a 4, sim 4 Q U A T R O 4 Horas sem luz e a não fala nada, mais de 8 quadras sem luz e NADA|2021-02-04 02:53:10
CEB|55|RT @BrunnoMeloCBN: Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns, @CEBDistribuicao!|Na capital do Brasil é assim: choveu, acabou a luz. Basta uma gota. Parabéns,|2021-02-04 02:53:09
CEB|56|@CEBDistribuicao Cadê a luz na Asa Sul?|Cadê a luz na Asa Sul?|2021-02-04 02:52:59
CEB|57|vai dar 4 horas que tá sem energia na 312 norte alô @CEBDistribuicao|vai dar 4 horas que tá sem energia na 312 norte alô|2021-02-04 02:47:49
CEB|58|@rafa_c_ramos @CEBDistribuicao vei to ja 3 horas sem luz QUE ÓDIO|vei to ja 3 horas sem luz QUE ÓDIO|2021-02-04 02:36:24
CEB|59|@BrunnoMeloCBN @CEBDistribuicao A ideia de privatizar é melhorar isso já que a multa pesa para os donos, já que as multas da CEB quem pagava eram nós através de impostos|A ideia de privatizar é melhorar isso já que a multa pesa para os donos, já que as multas da CEB quem pagava eram nós através de impostos|2021-02-04 02:35:05
CEB|60|@BrunnoMeloCBN @CEBDistribuicao Em Águas Claras está tudo certinho.|Em Águas Claras está tudo certinho.|2021-02-04 02:29:58
CEB|61|por causa da incapacidade da @cebdistribuicao de devolver a luz que. caiu 19h até agora eu vou perder o bbb 🥴|por causa da incapacidade da de devolver a luz que. caiu 19h até agora eu vou perder o bbb 🥴|2021-02-04 02:29:32
CEB|62|@CEBDistribuicao desde das 21:30 sem luz na 110 sul. Agora tornou-se rotina ficarmos sem energia.|desde das 21:30 sem luz na 110 sul. Agora tornou-se rotina ficarmos sem energia.|2021-02-04 02:21:59
CEB|63|@BrunnoMeloCBN @CEBDistribuicao Privatização 🤦🏻‍♂️😱🤬|Privatização 🤦🏻‍♂️😱🤬|2021-02-04 02:06:23
CEB|64|Mano já tem 2 FUCKING HORAS Q TÁ SEM MUZ NESSE CARAIOOOOOOO @CEBDistribuicao HELOUUUUUU|Mano já tem 2 FUCKING HORAS Q TÁ SEM MUZ NESSE CARAIOOOOOOO HELOUUUUUU|2021-02-04 02:01:48
CEB|65|"@CEBDistribuicao já pode voltar com a luz na samambaia sul e só adendo que atendimento horroroso via telefone 
A gente liga não tem previsao de nada praticamente o pessoa fala pra gente se lasca que qualquer hora cola a luz vergonha"|já pode voltar com a luz na samambaia sul e só adendo que atendimento horroroso via telefone A gente liga não tem previsao de nada praticamente o pessoa fala pra gente se lasca que qualquer hora cola a luz vergonha|2021-02-04 01:59:45
CEB|66|@BrunnoMeloCBN @CEBDistribuicao Sobradinho mais de duas horas sem energia 😟|Sobradinho mais de duas horas sem energia 😟|2021-02-04 01:50:50
CEB|67|@CEBDistribuicao SQN 312 sem energia desde às 20h. No 116 não sabem informar o problema, muito menos previsão de normalizar a situação. KD vcs?????|SQN 312 sem energia desde às 20h. No 116 não sabem informar o problema, muito menos previsão de normalizar a situação. KD vcs?????|2021-02-04 01:47:21
CEB|68|@CEBDistribuicao  final da asa sul, quadras 110/111/1112/113/310/311/312/313 e outras sem luz e não sabemos o que ocorreu? Poderia nos posicionar quanto ao fato e sua solução??|final da asa sul, quadras 110/111/1112/113/310/311/312/313 e outras sem luz e não sabemos o que ocorreu? Poderia nos posicionar quanto ao fato e sua solução??|2021-02-04 01:46:16
CEB|69|RT @MatheusSchuch: Princípio de temporal e 312 Norte às escuras há mais de duas horas @CEBDistribuicao @BrunnoMeloCBN|Princípio de temporal e 312 Norte às escuras há mais de duas horas|2021-02-04 01:44:11
CEB|70|@BrunnoMeloCBN @CEBDistribuicao Privatizada né!!!|Privatizada né!!!|2021-02-04 01:39:43
CEB|71|"@CEBDistribuicao 
A SQS 311 está sem energia há mais de 2 horas. Não temos nenhuma informação, o telefone de emergência não atende.

Podem informar o q está acontecendo? Qual a previsão do retorno da energia?"|A SQS 311 está sem energia há mais de 2 horas. Não temos nenhuma informação, o telefone de emergência não atende. Podem informar o q está acontecendo? Qual a previsão do retorno da energia?|2021-02-04 01:34:35
CEB|72|@etadiaxo @CEBDistribuicao deu bom então|deu bom então|2021-02-04 01:30:17
CEB|73|"@CEBDistribuicao
Alguma informação sobre a causa de falta de energia na asa sul (311 sul e quadras próximas) e alguma previsão de retorno?
Já faz mais de 1h."|Alguma informação sobre a causa de falta de energia na asa sul (311 sul e quadras próximas) e alguma previsão de retorno? Já faz mais de 1h.|2021-02-04 01:21:28
CEB|74|@CEBDistribuicao Qual é!! O que houve com a luz em Sobradinho 1 !?!? No escuro desde as 19:00!|Qual é!! O que houve com a luz em Sobradinho 1 !?!? No escuro desde as 19:00!|2021-02-04 01:18:30
CEB|75|@MatheusSchuch @CEBDistribuicao @BrunnoMeloCBN 310 Sul há mais de uma hora sem luz|310 Sul há mais de uma hora sem luz|2021-02-04 01:17:17
CEB|76|@MatheusSchuch @CEBDistribuicao 😓|😓|2021-02-04 01:16:44
CEB|77|@CEBDistribuicao 109 Sul também sem luz|109 Sul também sem luz|2021-02-04 01:16:08
CEB|78|Princípio de temporal e 312 Norte às escuras há mais de duas horas @CEBDistribuicao @BrunnoMeloCBN|Princípio de temporal e 312 Norte às escuras há mais de duas horas|2021-02-04 01:15:26
CEB|79|@camilacaszz @CEBDistribuicao Por sorte hoje é dia de festa, nada importante acontece até de madrugada|Por sorte hoje é dia de festa, nada importante acontece até de madrugada|2021-02-04 01:12:53
CEB|80|@CEBDistribuicao Ninguém da @CEBDistribuicao para dar uma explicação e uma previsão de quando volta a luz na Asa Sul e na Asa Norte????|Ninguém da para dar uma explicação e uma previsão de quando volta a luz na Asa Sul e na Asa Norte????|2021-02-04 01:12:23
CEB|81|@etadiaxo @CEBDistribuicao RESISTA|RESISTA|2021-02-04 01:11:21
CEB|82|eu vo perder o bbb @CEBDistribuicao CADÊ A LUZ|eu vo perder o bbb CADÊ A LUZ|2021-02-04 01:10:26
CEB|83|@CEBDistribuicao 310 Sul no escuro a mais de 1h00.|310 Sul no escuro a mais de 1h00.|2021-02-04 01:09:22
